"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage","Special Export Value"
"775c49d8-9a16-4e73-a081-9fd55a1bf407","630899","G-force - Max & Avg - 630899","05/17/2022 8:24 AM","0.032","X Max: 0.032 g , Y Max: 0.892 g , Z Max: 0.398 g , Magnitude Max: 0.974 g , X Avg: 0.023 g , Y Avg: 0.884 g , Z Avg: 0.386 g , Magnitude Mean: 0.964 g","100","0.032|0.892|0.398|0.974|0.023|0.884|0.386|0.964|0","0","971850","False","0","2.95"
"ecfcfc2b-f3f8-4e83-b3c6-ee5e96617eee","630899","G-force - Max & Avg - 630899","05/17/2022 8:27 AM","1.114","X Max: 1.114 g , Y Max: 1.379 g , Z Max: 0.715 g , Magnitude Max: 1.699 g , X Avg: 0.028 g , Y Avg: 0.884 g , Z Avg: 0.384 g , Magnitude Mean: 0.965 g","100","1.114|1.379|0.715|1.699|0.028|0.884|0.384|0.965|2","2","971850","True","0","2.95"
"765daaeb-abaf-43d6-a128-d747f8c4f22c","630899","G-force - Max & Avg - 630899","05/17/2022 8:29 AM","1.095","X Max: 1.095 g , Y Max: 2.188 g , Z Max: 1.047 g , Magnitude Max: 2.548 g , X Avg: 0.192 g , Y Avg: 0.84 g , Z Avg: 0.449 g , Magnitude Mean: 0.973 g","100","1.095|2.188|1.047|2.548|0.192|0.84|0.449|0.973|2","2","971850","True","0","2.95"
"110a3e23-796d-45a8-944c-e739408e194a","630899","G-force - Max & Avg - 630899","05/17/2022 8:29 AM","0.332","X Max: 0.332 g , Y Max: 1.291 g , Z Max: 2.117 g , Magnitude Max: 2.238 g , X Avg: 0.153 g , Y Avg: 1.038 g , Z Avg: 0.648 g , Magnitude Mean: 1.282 g","100","0.332|1.291|2.117|2.238|0.153|1.038|0.648|1.282|2","2","971850","True","0","2.96"
"fbece6c6-b28f-4a62-95e6-ef93449fdfd1","630899","G-force - Max & Avg - 630899","05/17/2022 8:29 AM","0.737","X Max: 0.737 g , Y Max: 2.276 g , Z Max: 0.676 g , Magnitude Max: 2.396 g , X Avg: 0.172 g , Y Avg: 0.932 g , Z Avg: 0.264 g , Magnitude Mean: 0.995 g","100","0.737|2.276|0.676|2.396|0.172|0.932|0.264|0.995|2","2","971850","True","0","2.96"
"2f177a65-13e2-4126-9acf-4cdb13a28eb5","630899","G-force - Max & Avg - 630899","05/17/2022 8:29 AM","0.422","X Max: 0.422 g , Y Max: 1.963 g , Z Max: 1.495 g , Magnitude Max: 2.309 g , X Avg: 0.042 g , Y Avg: 0.889 g , Z Avg: 0.378 g , Magnitude Mean: 0.967 g","100","0.422|1.963|1.495|2.309|0.042|0.889|0.378|0.967|2","2","971850","True","0","2.96"
"05e61000-30fb-4d83-a968-d6b0dff566a0","630899","G-force - Max & Avg - 630899","05/17/2022 8:30 AM","0.11","X Max: 0.11 g , Y Max: 1.946 g , Z Max: 0.426 g , Magnitude Max: 1.956 g , X Avg: 0.061 g , Y Avg: 0.904 g , Z Avg: 0.346 g , Magnitude Mean: 0.97 g","100","0.11|1.946|0.426|1.956|0.061|0.904|0.346|0.97|2","2","971850","True","0","2.96"
"f09e71cb-fd9d-4ea6-8ef0-1d6f219ba10f","630899","G-force - Max & Avg - 630899","05/17/2022 8:31 AM","0.649","X Max: 0.649 g , Y Max: 1.885 g , Z Max: 0.823 g , Magnitude Max: 1.98 g , X Avg: 0.069 g , Y Avg: 0.917 g , Z Avg: 0.307 g , Magnitude Mean: 0.974 g","100","0.649|1.885|0.823|1.98|0.069|0.917|0.307|0.974|2","2","971850","True","0","2.96"
"8e3554e4-d8f9-4820-be84-b9c16c2239fe","630899","G-force - Max & Avg - 630899","05/17/2022 8:31 AM","3.447","X Max: 3.447 g , Y Max: 2.222 g , Z Max: 0.786 g , Magnitude Max: 4.083 g , X Avg: 0.112 g , Y Avg: 0.954 g , Z Avg: 0.229 g , Magnitude Mean: 0.995 g","100","3.447|2.222|0.786|4.083|0.112|0.954|0.229|0.995|2","2","971850","True","0","2.96"
"99bbc99a-9d8b-4624-93fd-afc3c680d91e","630899","G-force - Max & Avg - 630899","05/17/2022 8:31 AM","0.699","X Max: 0.699 g , Y Max: 2.039 g , Z Max: 0.496 g , Magnitude Max: 2.074 g , X Avg: 0.197 g , Y Avg: 0.97 g , Z Avg: 0.19 g , Magnitude Mean: 1.022 g","100","0.699|2.039|0.496|2.074|0.197|0.97|0.19|1.022|2","2","971850","True","0","2.96"
"a8706a2b-2b8c-47cd-a962-7b0dbc519189","630899","G-force - Max & Avg - 630899","05/17/2022 8:31 AM","1.001","X Max: 1.001 g , Y Max: 2.034 g , Z Max: 0.467 g , Magnitude Max: 2.052 g , X Avg: 0.265 g , Y Avg: 0.945 g , Z Avg: 0.186 g , Magnitude Mean: 1.024 g","100","1.001|2.034|0.467|2.052|0.265|0.945|0.186|1.024|2","2","971850","True","0","2.96"
"0e8db007-7d04-4e0c-9cf8-3642169268ee","630899","G-force - Max & Avg - 630899","05/17/2022 8:32 AM","1.429","X Max: 1.429 g , Y Max: 1.917 g , Z Max: 0.698 g , Magnitude Max: 1.954 g , X Avg: 0.219 g , Y Avg: 0.954 g , Z Avg: 0.164 g , Magnitude Mean: 1.011 g","100","1.429|1.917|0.698|1.954|0.219|0.954|0.164|1.011|2","2","971850","True","0","2.96"
"cebdd514-c6bd-4591-aaf5-cffdd9d7e89d","630899","G-force - Max & Avg - 630899","05/17/2022 8:32 AM","0.88","X Max: 0.88 g , Y Max: 1.973 g , Z Max: 0.467 g , Magnitude Max: 1.986 g , X Avg: 0.245 g , Y Avg: 0.944 g , Z Avg: 0.165 g , Magnitude Mean: 1.007 g","100","0.88|1.973|0.467|1.986|0.245|0.944|0.165|1.007|2","2","971850","True","0","2.96"
"06b85522-97ba-4b49-a828-14f6d01e54b0","630899","G-force - Max & Avg - 630899","05/17/2022 8:32 AM","0.865","X Max: 0.865 g , Y Max: 2.012 g , Z Max: 0.577 g , Magnitude Max: 2.028 g , X Avg: 0.258 g , Y Avg: 0.936 g , Z Avg: 0.164 g , Magnitude Mean: 1.001 g","100","0.865|2.012|0.577|2.028|0.258|0.936|0.164|1.001|2","2","971850","True","0","2.96"
"904a3bc1-1c23-41ba-9831-6575aea4b0bf","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","0.849","X Max: 0.849 g , Y Max: 2.074 g , Z Max: 0.567 g , Magnitude Max: 2.141 g , X Avg: 0.257 g , Y Avg: 0.945 g , Z Avg: 0.172 g , Magnitude Mean: 1.015 g","100","0.849|2.074|0.567|2.141|0.257|0.945|0.172|1.015|2","2","971850","True","0","2.96"
"96266dad-4f6a-45d1-91e4-47fb7bf79e83","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","0.834","X Max: 0.834 g , Y Max: 2.287 g , Z Max: 0.775 g , Magnitude Max: 2.458 g , X Avg: 0.28 g , Y Avg: 0.907 g , Z Avg: 0.237 g , Magnitude Mean: 1.021 g","100","0.834|2.287|0.775|2.458|0.28|0.907|0.237|1.021|2","2","971850","True","0","2.96"
"73a094e2-c421-45b9-9d6c-a231280a063c","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","0.932","X Max: 0.932 g , Y Max: 1.993 g , Z Max: 0.416 g , Magnitude Max: 2.034 g , X Avg: 0.263 g , Y Avg: 0.938 g , Z Avg: 0.144 g , Magnitude Mean: 1.005 g","100","0.932|1.993|0.416|2.034|0.263|0.938|0.144|1.005|2","2","971850","True","0","2.96"
"0ad0e680-4aa6-4f16-9c02-a41fb4b25a86","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","0.494","X Max: 0.494 g , Y Max: 1.94 g , Z Max: 0.481 g , Magnitude Max: 2.028 g , X Avg: 0.188 g , Y Avg: 0.949 g , Z Avg: 0.209 g , Magnitude Mean: 0.995 g","100","0.494|1.94|0.481|2.028|0.188|0.949|0.209|0.995|2","2","971850","True","0","2.96"
"9ac42283-0d95-464b-a0ee-2b6a5f8530a6","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","0.925","X Max: 0.925 g , Y Max: 2.06 g , Z Max: 0.457 g , Magnitude Max: 2.182 g , X Avg: 0.255 g , Y Avg: 0.942 g , Z Avg: 0.17 g , Magnitude Mean: 1.009 g","100","0.925|2.06|0.457|2.182|0.255|0.942|0.17|1.009|2","2","971850","True","0","2.96"
"1a991ae8-86e7-42b0-9a05-bff14a806507","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","3.471","X Max: 3.471 g , Y Max: 1.871 g , Z Max: 0.627 g , Magnitude Max: 3.899 g , X Avg: 0.191 g , Y Avg: 0.991 g , Z Avg: 0.181 g , Magnitude Mean: 1.061 g","100","3.471|1.871|0.627|3.899|0.191|0.991|0.181|1.061|2","2","971850","True","0","2.96"
"694e8b8d-536b-46d0-b174-426d53a395da","630899","G-force - Max & Avg - 630899","05/17/2022 8:33 AM","1.437","X Max: 1.437 g , Y Max: 1.793 g , Z Max: 0.745 g , Magnitude Max: 1.946 g , X Avg: 0.06 g , Y Avg: 0.913 g , Z Avg: 0.35 g , Magnitude Mean: 0.985 g","100","1.437|1.793|0.745|1.946|0.06|0.913|0.35|0.985|2","2","971850","True","0","2.96"
"6c24e19f-c960-40c6-b6af-402dcdd9ec3c","630899","G-force - Max & Avg - 630899","05/17/2022 8:34 AM","0.517","X Max: 0.517 g , Y Max: 2.129 g , Z Max: 0.729 g , Magnitude Max: 2.261 g , X Avg: 0.051 g , Y Avg: 0.969 g , Z Avg: 0.288 g , Magnitude Mean: 1.015 g","100","0.517|2.129|0.729|2.261|0.051|0.969|0.288|1.015|2","2","971850","True","0","2.96"
"355eb82e-3e70-4f9b-bf52-4bd40b754b1f","630899","G-force - Max & Avg - 630899","05/17/2022 8:34 AM","0.215","X Max: 0.215 g , Y Max: 1.909 g , Z Max: 0.647 g , Magnitude Max: 2.021 g , X Avg: 0.053 g , Y Avg: 0.938 g , Z Avg: 0.26 g , Magnitude Mean: 0.977 g","100","0.215|1.909|0.647|2.021|0.053|0.938|0.26|0.977|2","2","971850","True","0","2.96"
"3bf099f4-d666-4997-8983-5c21c1f7d37d","630899","G-force - Max & Avg - 630899","05/17/2022 8:34 AM","0.223","X Max: 0.223 g , Y Max: 2.095 g , Z Max: 0.65 g , Magnitude Max: 2.196 g , X Avg: 0.066 g , Y Avg: 0.899 g , Z Avg: 0.257 g , Magnitude Mean: 0.938 g","100","0.223|2.095|0.65|2.196|0.066|0.899|0.257|0.938|2","2","971850","True","0","2.96"
"79ed4265-afe6-4ea9-8432-d0f78838a140","630899","G-force - Max & Avg - 630899","05/17/2022 8:34 AM","0.174","X Max: 0.174 g , Y Max: 1.91 g , Z Max: 0.586 g , Magnitude Max: 2 g , X Avg: 0.051 g , Y Avg: 0.981 g , Z Avg: 0.274 g , Magnitude Mean: 1.021 g","100","0.174|1.91|0.586|2|0.051|0.981|0.274|1.021|2","2","971850","True","0","2.96"
"2fc87a58-6a41-4782-8576-dda8621c33cc","630899","G-force - Max & Avg - 630899","05/17/2022 8:34 AM","0.235","X Max: 0.235 g , Y Max: 1.989 g , Z Max: 0.653 g , Magnitude Max: 2.092 g , X Avg: 0.042 g , Y Avg: 0.937 g , Z Avg: 0.258 g , Magnitude Mean: 0.973 g","100","0.235|1.989|0.653|2.092|0.042|0.937|0.258|0.973|2","2","971850","True","0","2.96"
"12a13821-9211-4357-8acb-7007e50f6193","630899","G-force - Max & Avg - 630899","05/17/2022 8:35 AM","0.429","X Max: 0.429 g , Y Max: 1.949 g , Z Max: 0.588 g , Magnitude Max: 2.028 g , X Avg: 0.047 g , Y Avg: 0.948 g , Z Avg: 0.266 g , Magnitude Mean: 0.987 g","100","0.429|1.949|0.588|2.028|0.047|0.948|0.266|0.987|2","2","971850","True","0","2.96"
"0a6781c6-5561-4dfb-90d1-df2767a0ec3c","630899","G-force - Max & Avg - 630899","05/17/2022 8:35 AM","0.242","X Max: 0.242 g , Y Max: 1.955 g , Z Max: 0.642 g , Magnitude Max: 2.063 g , X Avg: 0.047 g , Y Avg: 0.923 g , Z Avg: 0.262 g , Magnitude Mean: 0.962 g","100","0.242|1.955|0.642|2.063|0.047|0.923|0.262|0.962|2","2","971850","True","0","2.96"
"a64e6aa2-d4ee-4f8b-80a3-7ae84523f517","630899","G-force - Max & Avg - 630899","05/17/2022 8:35 AM","0.711","X Max: 0.711 g , Y Max: 1.908 g , Z Max: 0.622 g , Magnitude Max: 2.007 g , X Avg: 0.043 g , Y Avg: 0.959 g , Z Avg: 0.269 g , Magnitude Mean: 1 g","100","0.711|1.908|0.622|2.007|0.043|0.959|0.269|1|2","2","971850","True","0","2.96"
"52cd2db7-f1f7-4e30-ae0a-4d34df54e60f","630899","G-force - Max & Avg - 630899","05/17/2022 8:35 AM","1.291","X Max: 1.291 g , Y Max: 1.057 g , Z Max: 0.702 g , Magnitude Max: 1.486 g , X Avg: 0.342 g , Y Avg: 0.585 g , Z Avg: 0.329 g , Magnitude Mean: 0.836 g","100","1.291|1.057|0.702|1.486|0.342|0.585|0.329|0.836|2","2","971850","False","0","2.96"
"26a88bdb-0b0a-44d0-a711-4192c45a7516","630899","G-force - Max & Avg - 630899","05/17/2022 8:35 AM","0.104","X Max: 0.104 g , Y Max: 1.619 g , Z Max: 0.584 g , Magnitude Max: 1.722 g , X Avg: 0.034 g , Y Avg: 1.017 g , Z Avg: 0.358 g , Magnitude Mean: 1.078 g","100","0.104|1.619|0.584|1.722|0.034|1.017|0.358|1.078|2","2","971850","True","0","2.96"
"51b6aa46-fedc-4d3c-86b3-86d347d12b81","630899","G-force - Max & Avg - 630899","05/17/2022 8:36 AM","0.851","X Max: 0.851 g , Y Max: 1.956 g , Z Max: 0.73 g , Magnitude Max: 2.057 g , X Avg: 0.039 g , Y Avg: 0.939 g , Z Avg: 0.25 g , Magnitude Mean: 0.974 g","100","0.851|1.956|0.73|2.057|0.039|0.939|0.25|0.974|2","2","971850","True","0","2.96"
"37f7586d-8e8d-4733-bd02-f776572ec20c","630899","G-force - Max & Avg - 630899","05/17/2022 8:36 AM","0.915","X Max: 0.915 g , Y Max: 2.021 g , Z Max: 0.659 g , Magnitude Max: 2.115 g , X Avg: 0.071 g , Y Avg: 0.95 g , Z Avg: 0.236 g , Magnitude Mean: 0.989 g","100","0.915|2.021|0.659|2.115|0.071|0.95|0.236|0.989|2","2","971850","True","0","2.96"
"49fbc3d0-12d3-47cd-a130-62edda97a5e0","630899","G-force - Max & Avg - 630899","05/17/2022 8:37 AM","2.172","X Max: 2.172 g , Y Max: 1.903 g , Z Max: 3.32 g , Magnitude Max: 4.142 g , X Avg: 0.062 g , Y Avg: 0.949 g , Z Avg: 0.239 g , Magnitude Mean: 0.992 g","100","2.172|1.903|3.32|4.142|0.062|0.949|0.239|0.992|2","2","971850","True","0","2.96"
"f8948c97-2a82-4c36-9edd-68419c297a7b","630899","G-force - Max & Avg - 630899","05/17/2022 8:37 AM","0.615","X Max: 0.615 g , Y Max: 3.601 g , Z Max: 3.078 g , Magnitude Max: 3.743 g , X Avg: 0.038 g , Y Avg: 0.951 g , Z Avg: 0.218 g , Magnitude Mean: 0.979 g","100","0.615|3.601|3.078|3.743|0.038|0.951|0.218|0.979|2","2","971850","True","0","2.96"
"9a5f5968-18ac-419c-8e66-e5227871f721","630899","G-force - Max & Avg - 630899","05/17/2022 8:37 AM","0.203","X Max: 0.203 g , Y Max: 1.913 g , Z Max: 0.534 g , Magnitude Max: 1.986 g , X Avg: 0.037 g , Y Avg: 0.954 g , Z Avg: 0.217 g , Magnitude Mean: 0.98 g","100","0.203|1.913|0.534|1.986|0.037|0.954|0.217|0.98|2","2","971850","True","0","2.97"
"e496ae30-856f-49e6-947a-388e922b9aba","630899","G-force - Max & Avg - 630899","05/17/2022 8:38 AM","1.287","X Max: 1.287 g , Y Max: 1.879 g , Z Max: 1.136 g , Magnitude Max: 1.969 g , X Avg: 0.046 g , Y Avg: 0.946 g , Z Avg: 0.246 g , Magnitude Mean: 0.983 g","100","1.287|1.879|1.136|1.969|0.046|0.946|0.246|0.983|2","2","971850","True","0","2.97"
"c203d4b4-c29a-4e4c-a077-88416b007d54","630899","G-force - Max & Avg - 630899","05/17/2022 8:38 AM","1.182","X Max: 1.182 g , Y Max: 1.487 g , Z Max: 1.448 g , Magnitude Max: 1.909 g , X Avg: 0.1 g , Y Avg: 0.899 g , Z Avg: 0.233 g , Magnitude Mean: 0.958 g","100","1.182|1.487|1.448|1.909|0.1|0.899|0.233|0.958|2","2","971850","True","0","2.97"
"a9b7b940-3ead-4c92-9c86-55c8aca5f33a","630899","G-force - Max & Avg - 630899","05/17/2022 8:38 AM","1.356","X Max: 1.356 g , Y Max: 1.839 g , Z Max: 0.997 g , Magnitude Max: 2.489 g , X Avg: 0.073 g , Y Avg: 0.958 g , Z Avg: 0.188 g , Magnitude Mean: 0.984 g","100","1.356|1.839|0.997|2.489|0.073|0.958|0.188|0.984|2","2","971850","True","0","2.97"
"14934273-f878-43cd-a763-d6eeec953c24","630899","G-force - Max & Avg - 630899","05/17/2022 8:39 AM","0.938","X Max: 0.938 g , Y Max: 1.777 g , Z Max: 2.718 g , Magnitude Max: 2.948 g , X Avg: 0.061 g , Y Avg: 0.918 g , Z Avg: 0.313 g , Magnitude Mean: 0.976 g","100","0.938|1.777|2.718|2.948|0.061|0.918|0.313|0.976|2","2","971850","True","0","2.97"
"028ab886-9a0c-452e-aa56-3474464b62bb","630899","G-force - Max & Avg - 630899","05/17/2022 8:39 AM","0.578","X Max: 0.578 g , Y Max: 1.736 g , Z Max: 2.473 g , Magnitude Max: 3.061 g , X Avg: 0.09 g , Y Avg: 0.931 g , Z Avg: 0.303 g , Magnitude Mean: 0.996 g","100","0.578|1.736|2.473|3.061|0.09|0.931|0.303|0.996|2","2","971850","True","0","2.96"
"6a4a943e-a6ca-40cd-b2b3-f48804d40fae","630899","G-force - Max & Avg - 630899","05/17/2022 8:39 AM","1.167","X Max: 1.167 g , Y Max: 1.967 g , Z Max: 2.381 g , Magnitude Max: 3.302 g , X Avg: 0.065 g , Y Avg: 0.9 g , Z Avg: 0.366 g , Magnitude Mean: 0.983 g","100","1.167|1.967|2.381|3.302|0.065|0.9|0.366|0.983|2","2","971850","True","0","2.96"
"be142776-94f9-43b9-b8ef-e8ce5b21d1be","630899","G-force - Max & Avg - 630899","05/17/2022 8:49 AM","0.266","X Max: 0.266 g , Y Max: 1.079 g , Z Max: 0.576 g , Magnitude Max: 1.12 g , X Avg: 0.073 g , Y Avg: 0.893 g , Z Avg: 0.367 g , Magnitude Mean: 0.969 g","100","0.266|1.079|0.576|1.12|0.073|0.893|0.367|0.969|0","0","971850","False","0","2.96"
"991e871c-fcb7-4e91-85f9-c9e200995957","630899","G-force - Max & Avg - 630899","05/17/2022 8:59 AM","0.184","X Max: 0.184 g , Y Max: 1.059 g , Z Max: 0.483 g , Magnitude Max: 1.144 g , X Avg: 0.073 g , Y Avg: 0.891 g , Z Avg: 0.374 g , Magnitude Mean: 0.969 g","100","0.184|1.059|0.483|1.144|0.073|0.891|0.374|0.969|0","0","971850","False","0","2.96"
"3db1c81f-77da-43c4-ba90-b5173d413914","630899","G-force - Max & Avg - 630899","05/17/2022 9:01 AM","1.909","X Max: 1.909 g , Y Max: 2.633 g , Z Max: 2.353 g , Magnitude Max: 3.696 g , X Avg: 0.109 g , Y Avg: 0.893 g , Z Avg: 0.363 g , Magnitude Mean: 0.974 g","100","1.909|2.633|2.353|3.696|0.109|0.893|0.363|0.974|2","2","971850","True","0","2.96"
"f62b1a4a-6ecf-401f-8cbe-0392c5e2cc90","630899","G-force - Max & Avg - 630899","05/17/2022 9:02 AM","0.993","X Max: 0.993 g , Y Max: 1.674 g , Z Max: 1.651 g , Magnitude Max: 2.028 g , X Avg: 0.068 g , Y Avg: 0.922 g , Z Avg: 0.286 g , Magnitude Mean: 0.973 g","100","0.993|1.674|1.651|2.028|0.068|0.922|0.286|0.973|2","2","971850","True","0","2.96"
"3b17974f-6af1-4e94-b666-66ca94e00e9a","630899","G-force - Max & Avg - 630899","05/17/2022 9:02 AM","1.6","X Max: 1.6 g , Y Max: 1.41 g , Z Max: 0.457 g , Magnitude Max: 2.033 g , X Avg: 0.105 g , Y Avg: 0.96 g , Z Avg: 0.191 g , Magnitude Mean: 0.99 g","100","1.6|1.41|0.457|2.033|0.105|0.96|0.191|0.99|2","2","971850","True","0","2.96"
"7d7efed6-fe73-4ba1-a03a-434b8af1f7ac","630899","G-force - Max & Avg - 630899","05/17/2022 9:02 AM","1.148","X Max: 1.148 g , Y Max: 1.54 g , Z Max: 0.793 g , Magnitude Max: 1.599 g , X Avg: 0.152 g , Y Avg: 0.958 g , Z Avg: 0.28 g , Magnitude Mean: 1.042 g","100","1.148|1.54|0.793|1.599|0.152|0.958|0.28|1.042|2","2","971850","True","0","2.96"
"433835d4-3aea-4d42-83dc-0a029378ff9a","630899","G-force - Max & Avg - 630899","05/17/2022 9:03 AM","3.439","X Max: 3.439 g , Y Max: 1.865 g , Z Max: 1.395 g , Magnitude Max: 3.715 g , X Avg: 0.087 g , Y Avg: 0.96 g , Z Avg: 0.225 g , Magnitude Mean: 1.01 g","100","3.439|1.865|1.395|3.715|0.087|0.96|0.225|1.01|2","2","971850","True","0","2.96"
"2359a5b7-4530-4094-9248-bac501ce3705","630899","G-force - Max & Avg - 630899","05/17/2022 9:03 AM","0.768","X Max: 0.768 g , Y Max: 2.129 g , Z Max: 0.565 g , Magnitude Max: 2.205 g , X Avg: 0.038 g , Y Avg: 0.956 g , Z Avg: 0.209 g , Magnitude Mean: 0.981 g","100","0.768|2.129|0.565|2.205|0.038|0.956|0.209|0.981|2","2","971850","True","0","2.96"
"62b35481-bc8b-4e3b-81a5-709d409f7711","630899","G-force - Max & Avg - 630899","05/17/2022 9:03 AM","1.27","X Max: 1.27 g , Y Max: 1.816 g , Z Max: 0.817 g , Magnitude Max: 1.882 g , X Avg: 0.053 g , Y Avg: 0.958 g , Z Avg: 0.214 g , Magnitude Mean: 0.99 g","100","1.27|1.816|0.817|1.882|0.053|0.958|0.214|0.99|2","2","971850","True","0","2.96"
"201f5232-39a4-4d7d-a318-4745e38e2f60","630899","G-force - Max & Avg - 630899","05/17/2022 9:05 AM","0.845","X Max: 0.845 g , Y Max: 2.129 g , Z Max: 0.634 g , Magnitude Max: 2.215 g , X Avg: 0.037 g , Y Avg: 0.945 g , Z Avg: 0.236 g , Magnitude Mean: 0.976 g","100","0.845|2.129|0.634|2.215|0.037|0.945|0.236|0.976|2","2","971850","True","0","2.96"
"c723b1ce-467f-4a59-9b67-ec03a0331b63","630899","G-force - Max & Avg - 630899","05/17/2022 9:07 AM","1.009","X Max: 1.009 g , Y Max: 1.975 g , Z Max: 0.737 g , Magnitude Max: 2.016 g , X Avg: 0.041 g , Y Avg: 0.944 g , Z Avg: 0.237 g , Magnitude Mean: 0.976 g","100","1.009|1.975|0.737|2.016|0.041|0.944|0.237|0.976|2","2","971850","True","0","2.96"
"67aab60f-e292-4554-b873-a7769444a4e2","630899","G-force - Max & Avg - 630899","05/17/2022 9:07 AM","1.265","X Max: 1.265 g , Y Max: 1.806 g , Z Max: 0.928 g , Magnitude Max: 1.89 g , X Avg: 0.048 g , Y Avg: 0.945 g , Z Avg: 0.248 g , Magnitude Mean: 0.984 g","100","1.265|1.806|0.928|1.89|0.048|0.945|0.248|0.984|2","2","971850","True","0","2.97"
